school_name,school_type,source_system,source_url,official_website,phone,email,address,city,county,grades_raw,county_fit,grade_fit,school_type_fit,verification_status,students_count,white_pct,schooldigger_url,business_fit,business_fit_reason,notes
Conway Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://conwayes.ocps.net,,conway_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,426,18.5,https://www.schooldigger.com/go/FL/schools/0144001393/school.aspx,REJECTED,White is not highest racial group (Hispanic at 57.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Cypress Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://cypressspringses.ocps.net,,cypresssprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,619,30.0,https://www.schooldigger.com/go/FL/schools/0144002919/school.aspx,REJECTED,White is not highest racial group (Hispanic at 46.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dillard Street Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dillardstreetes.ocps.net,,dillardstreet_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,466,36.3,https://www.schooldigger.com/go/FL/schools/0144001389/school.aspx,REJECTED,White is not highest racial group (Hispanic at 42.3%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dover Shores Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dovershoreses.ocps.net,,dovershores_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,390,23.1,https://www.schooldigger.com/go/FL/schools/0144001413/school.aspx,REJECTED,White is not highest racial group (Hispanic at 61.8%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dream Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dreamlakees.ocps.net,,dreamlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,674,15.9,https://www.schooldigger.com/go/FL/schools/0144001392/school.aspx,REJECTED,White is not highest racial group (Hispanic at 49.9%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eagle Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eaglecreekes.ocps.net,,eaglecreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,827,21.2,https://www.schooldigger.com/go/FL/schools/0144008479/school.aspx,REJECTED,White is not highest racial group (Hispanic at 56.8%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eagle's Nest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eaglesnestes.ocps.net,,eaglesnest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,625,4.5,https://www.schooldigger.com/go/FL/schools/0144004003/school.aspx,REJECTED,White is not highest racial group (African American at 73.3%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
East Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eastlakees.ocps.net,,eastlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,432,35.4,https://www.schooldigger.com/go/FL/schools/0144005639/school.aspx,REJECTED,White is not highest racial group (Hispanic at 47.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eccleston Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ecclestones.ocps.net,,eccleston_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,354,5.1,https://www.schooldigger.com/go/FL/schools/0144001461/school.aspx,REJECTED,White is not highest racial group (African American at 84.5%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Endeavor Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://endeavores.ocps.net,,endeavor_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,593,16.9,https://www.schooldigger.com/go/FL/schools/0144004396/school.aspx,REJECTED,White is not highest racial group (Hispanic at 68.5%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Engelwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://engelwoodes.ocps.net,,engelwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,557,10.8,https://www.schooldigger.com/go/FL/schools/0144001405/school.aspx,REJECTED,White is not highest racial group (Hispanic at 80.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Forsyth Woods Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://forsythwoodses.ocps.net,,forsythwoods_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,507,10.7,https://www.schooldigger.com/go/FL/schools/0144007611/school.aspx,REJECTED,White is not highest racial group (Hispanic at 74.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Frangus Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://franguses.ocps.net,,frangus_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,430,4.4,https://www.schooldigger.com/go/FL/schools/0144000839/school.aspx,REJECTED,White is not highest racial group (African American at 75.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hiawassee Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hiawasseees.ocps.net,,hiawassee_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,619,2.6,https://www.schooldigger.com/go/FL/schools/0144001423/school.aspx,REJECTED,White is not highest racial group (African American at 85.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hidden Oaks Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hiddenoakses.ocps.net,,hiddenoaks_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,403,16.4,https://www.schooldigger.com/go/FL/schools/0144002862/school.aspx,REJECTED,White is not highest racial group (Hispanic at 62.8%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hungerford Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hungerfordes.ocps.net,,hungerford_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,281,5.0,https://www.schooldigger.com/go/FL/schools/0144001442/school.aspx,REJECTED,White is not highest racial group (African American at 82.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hunter's Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hunterscreekes.ocps.net,,hunterscreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,749,19.0,https://www.schooldigger.com/go/FL/schools/0144002926/school.aspx,REJECTED,White is not highest racial group (Hispanic at 68.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ivey Lane Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://iveylanees.ocps.net,,iveylane_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,284,1.4,https://www.schooldigger.com/go/FL/schools/0144001448/school.aspx,REJECTED,White is not highest racial group (African American at 80.3%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
John Young Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://johnyounges.ocps.net,,johnyoung_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,617,15.2,https://www.schooldigger.com/go/FL/schools/0144002782/school.aspx,REJECTED,White is not highest racial group (Hispanic at 61.6%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Killarney Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://killarneyes.ocps.net,,killarney_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,344,18.6,https://www.schooldigger.com/go/FL/schools/0144001378/school.aspx,REJECTED,White is not highest racial group (African American at 40.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Gem Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakegemes.ocps.net,,lakegem_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,565,2.5,https://www.schooldigger.com/go/FL/schools/0144003452/school.aspx,REJECTED,White is not highest racial group (African American at 79.8%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake George Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakegeorgees.ocps.net,,lakegeorge_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,448,15.2,https://www.schooldigger.com/go/FL/schools/0144003454/school.aspx,REJECTED,White is not highest racial group (Hispanic at 63.6%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Silver Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakesilveres.ocps.net,,lakesilver_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,452,14.8,https://www.schooldigger.com/go/FL/schools/0144001390/school.aspx,REJECTED,White is not highest racial group (African American at 65.3%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Sybelia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakesybeliaes.ocps.net,,lakesybelia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,437,29.1,https://www.schooldigger.com/go/FL/schools/0144001433/school.aspx,REJECTED,White is not highest racial group (African American at 35.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Weston Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakewestones.ocps.net,,lakeweston_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,415,5.5,https://www.schooldigger.com/go/FL/schools/0144001402/school.aspx,REJECTED,White is not highest racial group (African American at 54.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lakemont Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakemontes.ocps.net,,lakemont_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,629,37.8,https://www.schooldigger.com/go/FL/schools/0144001394/school.aspx,REJECTED,White is not highest racial group (Hispanic at 41.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lakeville Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakevillees.ocps.net,,lakeville_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,631,11.6,https://www.schooldigger.com/go/FL/schools/0144003451/school.aspx,REJECTED,White is not highest racial group (African American at 51.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lancaster Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lancasteres.ocps.net,,lancaster_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,646,3.4,https://www.schooldigger.com/go/FL/schools/0144001420/school.aspx,REJECTED,White is not highest racial group (Hispanic at 79.6%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Laureate Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://laureateparkes.ocps.net,,laureatepark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,1220,33.8,https://www.schooldigger.com/go/FL/schools/0144008493/school.aspx,REJECTED,White is not highest racial group (Hispanic at 42.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lawton Chiles Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lawtonchileses.ocps.net,,lawtonchiles_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,503,16.3,https://www.schooldigger.com/go/FL/schools/0144003628/school.aspx,REJECTED,White is not highest racial group (Hispanic at 63.6%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Little River Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://littleriveres.ocps.net,,littleriver_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,355,9.6,https://www.schooldigger.com/go/FL/schools/0144002861/school.aspx,REJECTED,White is not highest racial group (Hispanic at 67.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lockhart Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lockhartes.ocps.net,,lockhart_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,452,9.3,https://www.schooldigger.com/go/FL/schools/0144001385/school.aspx,REJECTED,White is not highest racial group (African American at 66.8%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lovell Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lovelles.ocps.net,,lovell_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,655,10.1,https://www.schooldigger.com/go/FL/schools/0144001417/school.aspx,REJECTED,White is not highest racial group (Hispanic at 70.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Maxey Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://maxeyes.ocps.net,,maxey_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,523,11.3,https://www.schooldigger.com/go/FL/schools/0144001439/school.aspx,REJECTED,White is not highest racial group (Hispanic at 42.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
McCoy Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mccoyes.ocps.net,,mccoy_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,459,9.4,https://www.schooldigger.com/go/FL/schools/0144001424/school.aspx,REJECTED,White is not highest racial group (Hispanic at 75.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Meadow Woods Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://meadowwoodses.ocps.net,,meadowwoods_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,571,6.0,https://www.schooldigger.com/go/FL/schools/0144002687/school.aspx,REJECTED,White is not highest racial group (Hispanic at 73.6%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
MetroWest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://metrowestes.ocps.net,,metrowest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,549,12.8,https://www.schooldigger.com/go/FL/schools/0144002621/school.aspx,REJECTED,White is not highest racial group (Hispanic at 41.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Millennia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://millenniaes.ocps.net,,millennia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,858,12.2,https://www.schooldigger.com/go/FL/schools/0144005018/school.aspx,REJECTED,White is not highest racial group (Hispanic at 54.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Millennia Gardens Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://millenniagardenses.ocps.net,,millenniagardens_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,657,7.3,https://www.schooldigger.com/go/FL/schools/0144008283/school.aspx,REJECTED,White is not highest racial group (Hispanic at 46.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Mollie Ray Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mollierayes.ocps.net,,mollieray_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,436,2.5,https://www.schooldigger.com/go/FL/schools/0144001414/school.aspx,REJECTED,White is not highest racial group (African American at 75.9%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Moss Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mossparkes.ocps.net,,mosspark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,842,36.7,https://www.schooldigger.com/go/FL/schools/0144005021/school.aspx,REJECTED,White is not highest racial group (Hispanic at 46.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
NorthLake Park Community School,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://northlakees.ocps.net,,northlakeparkcommunity_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,608,35.7,https://www.schooldigger.com/go/FL/schools/0144003629/school.aspx,REJECTED,White is not highest racial group (Hispanic at 44.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Oak Hill Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://oakhilles.ocps.net,,oakhill_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,503,6.0,https://www.schooldigger.com/go/FL/schools/0144001453/school.aspx,REJECTED,White is not highest racial group (African American at 46.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Oakshire Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://oakshirees.ocps.net,,oakshire_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,465,7.5,https://www.schooldigger.com/go/FL/schools/0144003627/school.aspx,REJECTED,White is not highest racial group (Hispanic at 78.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ocoee Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ocoeees.ocps.net,,ocoee_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,723,17.2,https://www.schooldigger.com/go/FL/schools/0144002225/school.aspx,REJECTED,White is not highest racial group (Hispanic at 61.5%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Orange Center Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://orangecenteres.ocps.net,,orangecenter_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,342,2.9,https://www.schooldigger.com/go/FL/schools/0144001440/school.aspx,REJECTED,White is not highest racial group (African American at 80.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Orlo Vista Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://orlovistaes.ocps.net,,orlovista_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,458,5.0,https://www.schooldigger.com/go/FL/schools/0144001375/school.aspx,REJECTED,White is not highest racial group (African American at 59.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Palmetto Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://palmettoes.ocps.net,,palmetto_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,1006,4.0,https://www.schooldigger.com/go/FL/schools/0144001452/school.aspx,REJECTED,White is not highest racial group (African American at 53.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Panther Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pantherlakees.ocps.net,,pantherlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,797,40.0,https://www.schooldigger.com/go/FL/schools/0144008944/school.aspx,REJECTED,White is not highest racial group (Hispanic at 47.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Phillis Wheatley Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://wheatleyes.ocps.net,,wheatley_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,407,4.2,https://www.schooldigger.com/go/FL/schools/0144001444/school.aspx,REJECTED,White is not highest racial group (African American at 61.9%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pinar Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pinares.ocps.net,,pinar_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,342,10.2,https://www.schooldigger.com/go/FL/schools/0144001456/school.aspx,REJECTED,White is not highest racial group (Hispanic at 73.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pine Hills Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pinehillses.ocps.net,,pinehills_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,671,5.8,https://www.schooldigger.com/go/FL/schools/0144001399/school.aspx,REJECTED,White is not highest racial group (African American at 81.5%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pineloch Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pineloches.ocps.net,,pineloch_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,726,2.8,https://www.schooldigger.com/go/FL/schools/0144001373/school.aspx,REJECTED,White is not highest racial group (African American at 68.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pinewood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pinewoodes.ocps.net,,pinewood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,497,2.2,https://www.schooldigger.com/go/FL/schools/0144003455/school.aspx,REJECTED,White is not highest racial group (African American at 76.9%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Prairie Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://prairielakees.ocps.net,,prairielake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,776,15.6,https://www.schooldigger.com/go/FL/schools/0144002522/school.aspx,REJECTED,White is not highest racial group (African American at 52.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ridgewood Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ridgewoodparkes.ocps.net,,ridgewoodpark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,484,2.1,https://www.schooldigger.com/go/FL/schools/0144001449/school.aspx,REJECTED,White is not highest racial group (African American at 67.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
