school_name,school_type,source_system,source_url,official_website,phone,email,address,city,county,grades_raw,county_fit,grade_fit,school_type_fit,verification_status,students_count,free_discounted_lunch_pct,schooldigger_url,business_fit,business_fit_reason,notes
Camelot Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://camelotes.ocps.net,,camelot_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,545,42.6,https://www.schooldigger.com/go/FL/schools/0144003743/school.aspx,GOOD_MATCH,students=545>=200; lunch=42.6%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Castle Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://castlecreekes.ocps.net,,castlecreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,555,55.5,https://www.schooldigger.com/go/FL/schools/0144005022/school.aspx,REJECTED,lunch=55.5%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Castleview Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://castleviewes.ocps.net,,castleview_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,693,20.6,https://www.schooldigger.com/go/FL/schools/0144008610/school.aspx,GOOD_MATCH,students=693>=200; lunch=20.6%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Catalina Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://catalinaes.ocps.net,,catalina_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,588,69.9,https://www.schooldigger.com/go/FL/schools/0144001407/school.aspx,REJECTED,lunch=69.9%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Cheney Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://cheneyes.ocps.net,,cheney_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,397,67.8,https://www.schooldigger.com/go/FL/schools/0144001408/school.aspx,REJECTED,lunch=67.8%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Chickasaw Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://chickasawes.ocps.net,,chickasaw_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,551,68.1,https://www.schooldigger.com/go/FL/schools/0144001418/school.aspx,REJECTED,lunch=68.1%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Citrus Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://citruses.ocps.net,,citrus_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,506,55.5,https://www.schooldigger.com/go/FL/schools/0144004397/school.aspx,REJECTED,lunch=55.5%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Clay Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://clayspringses.ocps.net,,claysprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,626,51.0,https://www.schooldigger.com/go/FL/schools/0144002857/school.aspx,REJECTED,lunch=51.0%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Columbia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://columbiaes.ocps.net,,columbia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,489,40.1,https://www.schooldigger.com/go/FL/schools/0144001451/school.aspx,GOOD_MATCH,students=489>=200; lunch=40.1%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Conway Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://conwayes.ocps.net,,conway_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,426,63.4,https://www.schooldigger.com/go/FL/schools/0144001393/school.aspx,REJECTED,lunch=63.4%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Cypress Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://cypressspringses.ocps.net,,cypresssprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,619,32.3,https://www.schooldigger.com/go/FL/schools/0144002919/school.aspx,GOOD_MATCH,students=619>=200; lunch=32.3%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Deerwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://deerwoodes.ocps.net,,deerwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,472,40.3,https://www.schooldigger.com/go/FL/schools/0144002475/school.aspx,GOOD_MATCH,students=472>=200; lunch=40.3%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dillard Street Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dillardstreetes.ocps.net,,dillardstreet_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,466,44.8,https://www.schooldigger.com/go/FL/schools/0144001389/school.aspx,GOOD_MATCH,students=466>=200; lunch=44.8%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dommerich Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dommeriches.ocps.net,,,,,Orange,K-5,YES,YES,YES,VALID,611,10.3,https://www.schooldigger.com/go/FL/schools/0144001432/school.aspx,GOOD_MATCH,students=611>=200; lunch=10.3%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dover Shores Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dovershoreses.ocps.net,,dovershores_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,390,61.8,https://www.schooldigger.com/go/FL/schools/0144001413/school.aspx,REJECTED,lunch=61.8%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dr. Phillips Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://drphillipses.ocps.net,,drphillips_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,638,25.2,https://www.schooldigger.com/go/FL/schools/0144002220/school.aspx,GOOD_MATCH,students=638>=200; lunch=25.2%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dream Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dreamlakees.ocps.net,,dreamlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,674,55.6,https://www.schooldigger.com/go/FL/schools/0144001392/school.aspx,REJECTED,lunch=55.6%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eagle Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eaglecreekes.ocps.net,,eaglecreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,827,17.8,https://www.schooldigger.com/go/FL/schools/0144008479/school.aspx,GOOD_MATCH,students=827>=200; lunch=17.8%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eagle's Nest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eaglesnestes.ocps.net,,eaglesnest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,625,65.3,https://www.schooldigger.com/go/FL/schools/0144004003/school.aspx,REJECTED,lunch=65.3%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
East Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eastlakees.ocps.net,,eastlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,432,49.3,https://www.schooldigger.com/go/FL/schools/0144005639/school.aspx,REJECTED,lunch=49.3%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eccleston Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ecclestones.ocps.net,,eccleston_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,354,80.8,https://www.schooldigger.com/go/FL/schools/0144001461/school.aspx,REJECTED,lunch=80.8%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Endeavor Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://endeavores.ocps.net,,endeavor_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,593,34.9,https://www.schooldigger.com/go/FL/schools/0144004396/school.aspx,GOOD_MATCH,students=593>=200; lunch=34.9%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Engelwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://engelwoodes.ocps.net,,engelwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,557,64.1,https://www.schooldigger.com/go/FL/schools/0144001405/school.aspx,REJECTED,lunch=64.1%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Forsyth Woods Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://forsythwoodses.ocps.net,,forsythwoods_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,507,72.2,https://www.schooldigger.com/go/FL/schools/0144007611/school.aspx,REJECTED,lunch=72.2%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Frangus Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://franguses.ocps.net,,frangus_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,430,66.5,https://www.schooldigger.com/go/FL/schools/0144000839/school.aspx,REJECTED,lunch=66.5%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hamlin Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hamlines.ocps.net,,hamlin_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,549,9.5,https://www.schooldigger.com/go/FL/schools/0144008845/school.aspx,GOOD_MATCH,students=549>=200; lunch=9.5%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hiawassee Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hiawasseees.ocps.net,,hiawassee_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,619,73.7,https://www.schooldigger.com/go/FL/schools/0144001423/school.aspx,REJECTED,lunch=73.7%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hidden Oaks Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hiddenoakses.ocps.net,,hiddenoaks_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,403,43.7,https://www.schooldigger.com/go/FL/schools/0144002862/school.aspx,GOOD_MATCH,students=403>=200; lunch=43.7%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hillcrest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hillcrestes.ocps.net,,hillcrest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,489,11.7,https://www.schooldigger.com/go/FL/schools/0144001370/school.aspx,GOOD_MATCH,students=489>=200; lunch=11.7%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hungerford Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hungerfordes.ocps.net,,hungerford_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,281,76.2,https://www.schooldigger.com/go/FL/schools/0144001442/school.aspx,REJECTED,lunch=76.2%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hunter's Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hunterscreekes.ocps.net,,hunterscreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,749,31.6,https://www.schooldigger.com/go/FL/schools/0144002926/school.aspx,GOOD_MATCH,students=749>=200; lunch=31.6%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Independence Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://independencees.ocps.net,,independence_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,889,11.5,https://www.schooldigger.com/go/FL/schools/0144008330/school.aspx,GOOD_MATCH,students=889>=200; lunch=11.5%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ivey Lane Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://iveylanees.ocps.net,,iveylane_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,284,82.4,https://www.schooldigger.com/go/FL/schools/0144001448/school.aspx,REJECTED,lunch=82.4%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
John Young Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://johnyounges.ocps.net,,johnyoung_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,617,47.0,https://www.schooldigger.com/go/FL/schools/0144002782/school.aspx,REJECTED,lunch=47.0%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Keene's Crossing Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://keenescrossinges.ocps.net,,keenescrossing_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,954,14.2,https://www.schooldigger.com/go/FL/schools/0144007567/school.aspx,GOOD_MATCH,students=954>=200; lunch=14.2%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Killarney Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://killarneyes.ocps.net,,killarney_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,344,67.4,https://www.schooldigger.com/go/FL/schools/0144001378/school.aspx,REJECTED,lunch=67.4%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Gem Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakegemes.ocps.net,,lakegem_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,565,58.6,https://www.schooldigger.com/go/FL/schools/0144003452/school.aspx,REJECTED,lunch=58.6%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake George Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakegeorgees.ocps.net,,lakegeorge_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,448,51.6,https://www.schooldigger.com/go/FL/schools/0144003454/school.aspx,REJECTED,lunch=51.6%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Silver Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakesilveres.ocps.net,,lakesilver_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,452,68.1,https://www.schooldigger.com/go/FL/schools/0144001390/school.aspx,REJECTED,lunch=68.1%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Sybelia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakesybeliaes.ocps.net,,lakesybelia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,437,49.7,https://www.schooldigger.com/go/FL/schools/0144001433/school.aspx,REJECTED,lunch=49.7%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Weston Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakewestones.ocps.net,,lakeweston_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,415,79.5,https://www.schooldigger.com/go/FL/schools/0144001402/school.aspx,REJECTED,lunch=79.5%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Whitney Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakewhitneyes.ocps.net,,lakewhitney_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,549,17.1,https://www.schooldigger.com/go/FL/schools/0144003221/school.aspx,GOOD_MATCH,students=549>=200; lunch=17.1%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lakemont Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakemontes.ocps.net,,lakemont_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,629,35.5,https://www.schooldigger.com/go/FL/schools/0144001394/school.aspx,GOOD_MATCH,students=629>=200; lunch=35.5%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lakeville Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakevillees.ocps.net,,lakeville_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,631,60.4,https://www.schooldigger.com/go/FL/schools/0144003451/school.aspx,REJECTED,lunch=60.4%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lancaster Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lancasteres.ocps.net,,lancaster_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,646,68.3,https://www.schooldigger.com/go/FL/schools/0144001420/school.aspx,REJECTED,lunch=68.3%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Laureate Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://laureateparkes.ocps.net,,laureatepark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,1220,10.7,https://www.schooldigger.com/go/FL/schools/0144008493/school.aspx,GOOD_MATCH,students=1220>=200; lunch=10.7%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lawton Chiles Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lawtonchileses.ocps.net,,lawtonchiles_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,503,65.2,https://www.schooldigger.com/go/FL/schools/0144003628/school.aspx,REJECTED,lunch=65.2%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Little River Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://littleriveres.ocps.net,,littleriver_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,355,72.1,https://www.schooldigger.com/go/FL/schools/0144002861/school.aspx,REJECTED,lunch=72.1%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lockhart Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lockhartes.ocps.net,,lockhart_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,452,69.0,https://www.schooldigger.com/go/FL/schools/0144001385/school.aspx,REJECTED,lunch=69.0%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lovell Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lovelles.ocps.net,,lovell_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,655,65.8,https://www.schooldigger.com/go/FL/schools/0144001417/school.aspx,REJECTED,lunch=65.8%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Luminary Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://luminaryes.ocps.net,,luminary_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,,,,REVIEW,no_schooldigger_url,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Maxey Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://maxeyes.ocps.net,,maxey_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,523,53.0,https://www.schooldigger.com/go/FL/schools/0144001439/school.aspx,REJECTED,lunch=53.0%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
McCoy Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mccoyes.ocps.net,,mccoy_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,459,66.9,https://www.schooldigger.com/go/FL/schools/0144001424/school.aspx,REJECTED,lunch=66.9%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Meadow Woods Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://meadowwoodses.ocps.net,,meadowwoods_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,571,59.4,https://www.schooldigger.com/go/FL/schools/0144002687/school.aspx,REJECTED,lunch=59.4%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
MetroWest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://metrowestes.ocps.net,,metrowest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,549,40.4,https://www.schooldigger.com/go/FL/schools/0144002621/school.aspx,GOOD_MATCH,students=549>=200; lunch=40.4%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Millennia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://millenniaes.ocps.net,,millennia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,858,41.7,https://www.schooldigger.com/go/FL/schools/0144005018/school.aspx,GOOD_MATCH,students=858>=200; lunch=41.7%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Millennia Gardens Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://millenniagardenses.ocps.net,,millenniagardens_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,657,61.0,https://www.schooldigger.com/go/FL/schools/0144008283/school.aspx,REJECTED,lunch=61.0%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Mollie Ray Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mollierayes.ocps.net,,mollieray_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,436,82.1,https://www.schooldigger.com/go/FL/schools/0144001414/school.aspx,REJECTED,lunch=82.1%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Moss Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mossparkes.ocps.net,,mosspark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,842,18.5,https://www.schooldigger.com/go/FL/schools/0144005021/school.aspx,GOOD_MATCH,students=842>=200; lunch=18.5%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
NorthLake Park Community School,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://northlakees.ocps.net,,northlakeparkcommunity_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,608,15.5,https://www.schooldigger.com/go/FL/schools/0144003629/school.aspx,GOOD_MATCH,students=608>=200; lunch=15.5%<=45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Oak Hill Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://oakhilles.ocps.net,,oakhill_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,503,60.0,https://www.schooldigger.com/go/FL/schools/0144001453/school.aspx,REJECTED,lunch=60.0%>45%,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
