school_name,school_type,source_system,source_url,official_website,phone,email,address,city,county,grades_raw,county_fit,grade_fit,school_type_fit,verification_status,students_count,white_pct,schooldigger_url,business_fit,business_fit_reason,notes
Circle Christian School Winter Park,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 740-8877,kellyc@circlechristianschool.org,"1199 CLAY STREET, WINTER PARK, FL 32789",Winter Park,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: KELLY COLANGELO. Source: FLDOE Private School Directory, Orange County."
Core Prep,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 848-0306,info@yourcoreprep.com,"50 W MAGNOLIA ST 50 W MAGNOLIA ST., OVIEDO, FL 32765",Oviedo,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: ANDREW DEES. Source: FLDOE Private School Directory, Orange County."
Covenant Journey Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 875-1967,tmatthews@cj.academy,"1053 MAITLAND CTR COMMONS BLVD, MAITLAND, FL 32750",Maitland,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: TIM MATTHEWS. Source: FLDOE Private School Directory, Orange County."
Crenshaw Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 757-2241,bcrenshaw@thecrenshawacademy.com,"2342 HEMPEL AVE., GOTHA, FL 34734",Gotha,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: TANYA WILLIAMS. Source: FLDOE Private School Directory, Orange County."
Crenshaw School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 420-0038,priscilla@plurisacademy.com,"11520 S. APOPKA VINELAND ROAD, ORLANDO, FL 32836",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: PRISCILLA ARAUJO. Source: FLDOE Private School Directory, Orange County."
Cvv Preschool And Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 464-2188,pastoraalma@cvvacademy.org,"6837 LAKEVILLE RD., ORLANDO, FL 32818",Orlando,Orange,PK-12,YES,YES,YES,VALID,225,,https://www.schooldigger.com/go/FL/schools/9999900075/school.aspx,REVIEW,Racial breakdown not reported (225 enrolled),"Director: ALMA ROBLES. Source: FLDOE Private School Directory, Orange County."
Destiny Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 276-2118,dr.dabrio@yahoo.com,"332 CASSIA DRIVE, DAVENPORT, FL 33897",Davenport,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: BEVON DABRIO. Source: FLDOE Private School Directory, Orange County."
Divine Knowledge Institute,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 223-2605,takishasims@yahoo.com,"6250 EDGEWATER DRIVE SUITE 500, ORLANDO, FL 32810",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: TAKISHA R SIMS. Source: FLDOE Private School Directory, Orange County."
Divinely Ordered Prep School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(321) 299-4684,dochildcare@yahoo.com,"1336 NORTH PINE HILLS ROAD, ORLANDO, FL 32808",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: DENA ELMORE. Source: FLDOE Private School Directory, Orange County."
Domdidi Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(321) 800-4488,admin@domdidiacademy.com,"6837 WEST COLONIAL DR, ORLANDO, FL 32818",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: DOMINIQUE MATHURIN. Source: FLDOE Private School Directory, Orange County."
Edna Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(321) 866-8749,k.m.ednaacademy@gmail.com,"221 E. KENNEDEY BLVD., ORLANDO, FL 32751",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: KAYLON MALLARD. Source: FLDOE Private School Directory, Orange County."
Elisha American Artistic Preparatory Academ,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(689) 273-2272,admin@elisha.academy,"350 E. CROWN POINT ROAD STE 1110, WINTER GARDEN, FL 34787",Winter Garden,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: JENDAYI WEALTH-PHILLIPS. Source: FLDOE Private School Directory, Orange County."
Glad Tidings Academy- East,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 656-4140,mrsangie@ocoeegt.com,"8550 CLARCONA OCOEE RD, ORLANDO, FL 32818",Orlando,Orange,PK-12,YES,YES,YES,VALID,212,,https://www.schooldigger.com/go/FL/schools/9999939519/school.aspx,REVIEW,Racial breakdown not reported (212 enrolled),"Director: ANGELA FOBES. Source: FLDOE Private School Directory, Orange County."
Greater Vision Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 461-7762,info@gvpreparatoryacademy.com,"788 MONTGOMERY AVE, OCOEE, FL 34761",Ocoee,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: CHEVON STALLWORTH. Source: FLDOE Private School Directory, Orange County."
Hampden Dubose Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 880-4321,pennyboccuzzo@hampdenduboseacademy.com,"3700 DOHNAVUR DRIVE., ZELLWOOD, FL 32798",Zellwood,Orange,K-12,YES,YES,YES,VALID,278,,https://www.schooldigger.com/go/FL/schools/9999936208/school.aspx,REVIEW,Racial breakdown not reported (278 enrolled),"Director: PENELOPE BOCCUZZO. Source: FLDOE Private School Directory, Orange County."
Heritage Preparatory School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 293-6000,drbrds22@aol.com,"6000 WEST COLONIAL DRIVE, ORLANDO, FL 32808-0400",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: DR. BARBARA STEWART. Source: FLDOE Private School Directory, Orange County."
Hope Bridge Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(863) 307-1290,jillisa.tarver@jtbehavioral.com,"700 FORREST CITY RD STE 110, ORLANDO, FL 32810",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: JILLISA TARVER. Source: FLDOE Private School Directory, Orange County."
Hope Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 965-8913,naele67@hotmail.com,"126 N.HART BLVD., ORLANDO, FL 32835",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: MARIA MILORD. Source: FLDOE Private School Directory, Orange County."
Horace Grace Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 436-5218,jaywalker@horacegrace.com,"6101 DENSON DRIVE, ORLANDO, FL 32808",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: TJUNIA WALKER. Source: FLDOE Private School Directory, Orange County."
I Can Do It Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 576-0646,online@icandoit.academy,"1707 FULLERS OAK LOOP, WINTER GARDEN, FL 34787",Winter Garden,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: MOACIR RODRIGUES. Source: FLDOE Private School Directory, Orange County."
Ibn Seena Academy Inc.,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 888-1000,rhemmali@ibnseenaacademy.org,"12908 S. ORANGE BLOSSOM TRAIL STE.102, ORLANDO, FL 32837",Orlando,Orange,PK-12,YES,YES,YES,VALID,343,,https://www.schooldigger.com/go/FL/schools/9999932714/school.aspx,REVIEW,Racial breakdown not reported (343 enrolled),"Director: REHANNAH HEMMALI. Source: FLDOE Private School Directory, Orange County."
Illuminated Path International Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(530) 276-7893,illuminatedpathcoaching@gmail.com,"1317 EDGEWATER DRIVE # 6141, ORLANDO, FL 32804",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: BRENDAN FURNARI. Source: FLDOE Private School Directory, Orange County."
Inspire Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 988-7372,s.livingston@inspirecad.com,"5362 SILVER STAR ROAD, ORLANDO, FL 32808",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: SABRINA M. LIVINGSTON. Source: FLDOE Private School Directory, Orange County."
Jmj Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 464-9100,jmjacademy@juno.com,"P.O. BOX 680770, ORLANDO, FL 32868",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: JOHN PREVOSK. Source: FLDOE Private School Directory, Orange County."
Kidz College Primary School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 906-0300,linda@kidzcollegeps.net,"6559 OLD WINTER GARDEN RD UNIT 120, ORLANDO, FL 32835",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: LINDA LATSON. Source: FLDOE Private School Directory, Orange County."
L.J Preparatory Christian Academy Llc,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 379-2838,ljprepchristianacademy@gmail.com,"1056 NORTH PINE HILLS RD, ORLANDO, FL 32808",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: LAMAR SHEALEY. Source: FLDOE Private School Directory, Orange County."
Lake Highland Preparatory School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 206-1900,jmcintyre@lhps.org,"901 NORTH HIGHLAND AVENUE, ORLANDO, FL 32803-3295",Orlando,Orange,PK-12,YES,YES,YES,VALID,2072,,https://www.schooldigger.com/go/FL/schools/9999951523/school.aspx,REVIEW,Racial breakdown not reported (2072 enrolled),"Director: JAMES MCINTYRE. Source: FLDOE Private School Directory, Orange County."
Leaders Preparatory School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 382-9900,n.abdool-baseer@lpscfl.org,"1021 N. GOLDENROD ROAD N/A, ORLANDO, FL 32807",Orlando,Orange,PK-12,YES,YES,YES,VALID,279,,https://www.schooldigger.com/go/FL/schools/9999936234/school.aspx,REVIEW,Racial breakdown not reported (279 enrolled),"Director: DR. FERYAL ELKHALDI. Source: FLDOE Private School Directory, Orange County."
Learning Ladder Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(321) 439-9308,alexkidszone@yahoo.com,"297 S COTTAGE HILL RD, ORLANDO, FL 32805",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: ALEXANDRIA JACKSON. Source: FLDOE Private School Directory, Orange County."
Light Christian Academy - South Campus,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 347-0504,school7380@mylcac.com,"1450 CITRUS OAKS AVENUE, GOTHA, FL 34734",Gotha,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: GRAHAM CHANCEY. Source: FLDOE Private School Directory, Orange County."
Lighthouse City School Of Excellence,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 349-7382,lighthousecity@outlook.com,"7510 SILVER STAR ROAD, ORLANDO, FL 32818",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: SHIRLEY BROWN. Source: FLDOE Private School Directory, Orange County."
Ls Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 420-0838,fmartinez202@littlestepsacademy.org,"5800 HANSEL AVENUE, ORLANDO, FL 32809",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: FRANCISCO MARTINEZ. Source: FLDOE Private School Directory, Orange County."
Mighty Minds Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 282-5158,tsgoodson@mmca23.com,"1851 S. GOLDENROD RD, ORLANDO, FL 32822",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: TEKELA GOODSON. Source: FLDOE Private School Directory, Orange County."
Miracle Grace Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(321) 247-5751,electpastor@gmail.com,"6782 N. ORANGE BLOSSOM TRAIL SUITE D14, ORLANDO, FL 32810",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: TERRI WHITE JONES. Source: FLDOE Private School Directory, Orange County."
Monte Ararat School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(305) 507-8824,montearartschool@gmail.com,"1317 EDGEWATER DR #7369, ORLANDO, FL 32804",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: RICHARD HERELA. Source: FLDOE Private School Directory, Orange County."
Murphy Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 226-7024,contact@murphychristianacademy.org,"7507 KINGSPOINTE PKWAY STE 104, ORLANDO, FL 32819",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: DENNISE DUARTE. Source: FLDOE Private School Directory, Orange County."
New Heights Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 725-5519,amber.glenn83@gmail.com,"630 EMERALDA RD SUIT 104, ORLANDO, FL 32808",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: AMBER WILSON. Source: FLDOE Private School Directory, Orange County."
New World Dream Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 668-8365,info@nwdacademy.com,"7380 W SAND LAKE RD SUITE 500, ORLANDO, FL 32819",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: JULIANA VILLEGAS LONDONO. Source: FLDOE Private School Directory, Orange County."
Ocala Christian Learning Academy Inc.,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 408-0320,lapfleger@yahoo.com,"1428 E SEMORAN BOULEVARD UNIT 112, APOPKA, FL 32703",Apopka,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: LOUIS PFLEGER. Source: FLDOE Private School Directory, Orange County."
Orlando Private School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 730-4049,njoseph@awesomelandpreschoolacademy.org,"4607 NORTH PINE HILLS ROAD, ORLANDO, FL 32808",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: DR. NANCY JOSEPH. Source: FLDOE Private School Directory, Orange County."
Pathways School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 816-2040,somedaycj@aol.com,"1877 WEST OAK RIDGE ROAD, ORLANDO, FL 32809",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: CHRISTINA JAMES. Source: FLDOE Private School Directory, Orange County."
Phoenix Freedom Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 232-2726,qahypolite@phoenixfreedommaryland.com,"1707 TERRA COTTA COURT, ORLANDO, FL 32825",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: QUORNELIA A HYPOLITE. Source: FLDOE Private School Directory, Orange County."
Pine Castle Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 313-7222,pachecom@pccaeagles.org,"7101 LAKE ELLENOR DR., ORLANDO, FL 32809",Orlando,Orange,PK-12,YES,YES,YES,VALID,406,,https://www.schooldigger.com/go/FL/schools/9999914979/school.aspx,REVIEW,Racial breakdown not reported (406 enrolled),"Director: MICHELLE PACHECO. Source: FLDOE Private School Directory, Orange County."
Regency Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 851-7270,jshiver@rcaschool.com,"11513 S. ORANGE BLOSSOM TRAIL, ORLANDO, FL 32837",Orlando,Orange,PK-12,YES,YES,YES,VALID,230,,https://www.schooldigger.com/go/FL/schools/9999915033/school.aspx,REVIEW,Racial breakdown not reported (230 enrolled),"Director: JASON SHIVER. Source: FLDOE Private School Directory, Orange County."
Renaissance School Of The Arts,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 512-0402,pastorbyron.trc@gmail.com,"1214 W. ROBINSON ST., ORLANDO, FL 32805",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: BYRON TURTON. Source: FLDOE Private School Directory, Orange County."
Riverside Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 237-9329,leilani@aetutors.com,"1865 N ECONLOCKHATCHEE TRAIL, ORLANDO, FL 32817",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: LEILANI MORALES-STONE. Source: FLDOE Private School Directory, Orange County."
S.H.I.P. Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 296-6205,cprministries@hotmail.com,"639 N. PINE HILL RD 109, ORLANDO, FL 32808",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: CYNTHIA P. ROBERTS. Source: FLDOE Private School Directory, Orange County."
Sancta Familia Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(321) 468-7195,sanctafamiliaorlando@gmail.com,"12001 RESEARCH PKWY SUITE 236, ORLANDO, FL 32826",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: REBECCA CAMPBELL. Source: FLDOE Private School Directory, Orange County."
Saneaux Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(352) 277-1732,1mhylloath@gmail.com,"11021 PRAIRIE HAWK DRIVE, ORLANDO, FL 32837",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: JOYCE NIEVES. Source: FLDOE Private School Directory, Orange County."
Santiago Friends Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 895-0801,academy@santiagoandfriends.com,"50 WILLOW DRIVE, ORLANDO, FL 32807",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: ANGEL COLEMAN. Source: FLDOE Private School Directory, Orange County."
Streamline Learning,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(321) 340-6111,support@streamlinelearning.org,"2252 EAST SEMORAN BLVD, APOPKA, FL 32703",Apopka,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: NICOLE HORTON-HARRIS. Source: FLDOE Private School Directory, Orange County."
Teach Enrich Focus Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(689) 300-4446,t.millien@teachenrich.org,"3361 ROUSE ROAD, ORLANDO, FL 32817",Orlando,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: TANYA MILLIEN. Source: FLDOE Private School Directory, Orange County."
The Conrad Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 243-2211,tmills@conradacademy.org,"2000 N GOLDENROD ROAD, ORLANDO, FL 32807",Orlando,Orange,PK-12,YES,YES,YES,VALID,405,,https://www.schooldigger.com/go/FL/schools/9999960375/school.aspx,REVIEW,Racial breakdown not reported (405 enrolled),"Director: TAWANDA MILLS. Source: FLDOE Private School Directory, Orange County."
The First Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 206-8758,leighannharris@thefirstacademy.org,"2667 BRUTON BLVD, ORLANDO, FL 32805",Orlando,Orange,PK-12,YES,YES,YES,VALID,1176,,https://www.schooldigger.com/go/FL/schools/9999960384/school.aspx,REVIEW,Racial breakdown not reported (1176 enrolled),"Director: LEIGHANN HARRIS. Source: FLDOE Private School Directory, Orange County."
The International School Of First Orlando,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 777-4847,aracelispagan@theinternationalschool.com.com,"10564 2ND AVE., OCOEE, FL 34761",Ocoee,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: ARACELIS PAGAN. Source: FLDOE Private School Directory, Orange County."
The Paramount School/Isa,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 802-2774,iperez@isautism.org,"4055 W TOWN CENTER BLVD, ORLANDO, FL 32837",Orlando,Orange,PK-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: ISAMARA PEREZ. Source: FLDOE Private School Directory, Orange County."
Thomas Leadership Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 622-1330,admin@thomasleadershipacademy.com,"107 WYMORE ROAD, EATONVILLE, FL 32751",Eatonville,Orange,K-12,YES,YES,YES,VALID,,,,REVIEW,Not found in SchoolDigger,"Director: DR. CHERYL THOMAS. Source: FLDOE Private School Directory, Orange County."
