campaign.resource_name,campaign.name,campaign.id,metrics.clicks,metrics.conversions,metrics.cost_micros,metrics.ctr,metrics.average_cpc,metrics.impressions,segments.date,campaign_search_term_view.resource_name,campaign_search_term_view.search_term
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,7,2026-03-20,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBjb252ZW50aW9uIGNlbnRlcg,orlando convention center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1430000,0.16666666666666666,1430000.0,6,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~c21hbGwgdmVudWVzIG9ybGFuZG8,small venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1450000,0.16666666666666666,1450000.0,6,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~cGVlcnNwYWNlIG9ybGFuZG8,peerspace orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgdmVudWVzIG9ybGFuZG8,event venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgbmVhciBtZQ,convention center near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-22,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,1000000,0.4,500000.0,5,2026-03-22,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~YmFieSBzaG93ZXIgdmVudWVzIG9ybGFuZG8,baby shower venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~YmFsbHJvb20gYmlydGhkYXkgcGFydHk,ballroom birthday party
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1390000,0.25,1390000.0,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1550000,0.25,1550000.0,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~cmVjZXB0aW9uIHZlbnVlcyBvcmxhbmRv,reception venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGFiYmV5IG9ybGFuZG8,the abbey orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1940000,0.25,1940000.0,4,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~Y2hlYXAgcmVudGFsIHZlbnVlcyBuZWFyIG1l,cheap rental venues near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyB2ZW51ZXM,orlando venues
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~cGFydHkgdmVudWVzIG5lYXIgbWU,party venues near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgdmVudWUgb3JsYW5kbw,event venue orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyB2ZW51ZXM,orlando venues
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~dGhlbGFrZWhvdXNl,thelakehouse
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-20,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgbmVhciBtZQ,convention center near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-20,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-21,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,59448,0.5,29724.0,4,2026-03-22,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgbmVhciBtZQ,convention center near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgdmVudWUgbmVhciBtZQ,event venue near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~b3JhbmdlIGNvdW50eSBjb252ZW50aW9uIGNlbnRlcg,orange county convention center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,48701,0.6666666666666666,24350.5,3,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBjb252ZW50aW9uIGNlbnRlcg,orlando convention center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~Y2FudmFzIGV2ZW50IHZlbnVl,canvas event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~Y2x1YiBob3VzZSByZW50YWw,club house rental
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~b3JhbmdlIGNvdW50eSBjb252ZW50aW9uIGNlbnRlciBvcmxhbmRv,orange county convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,2960000,0.3333333333333333,2960000.0,3,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBiYW5xdWV0IGhhbGxz,orlando banquet halls
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~b3V0ZG9vciB3ZWRkaW5nIHZlbnVlcyBvcmxhbmRv,outdoor wedding venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~dHJhZGl0aW9ucyBldmVudCBzZXJ2aWNlcw,traditions event services
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWUgZm9yIGdyYWR1YXRpb24gcGFydHkgbmVhciBtZQ,venue for graduation party near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~d2ludGVyIHBhcmsgd2VkZGluZyB2ZW51ZXM,winter park wedding venues
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~YW1lcmljYW4gbGVnaW9uIGhhbGwgb3JsYW5kbw,american legion hall orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~Y2l2aWMgY2VudGVyIG9ybGFuZG8,civic center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgbmVhciBtZQ,convention center near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,420000,0.3333333333333333,420000.0,3,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgc3BhY2VzIG5lYXIgbWU,event spaces near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~c21hbGwgcGFydHkgdmVudWVzIGluIG9ybGFuZG8gZmw,small party venues in orlando fl
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgcGxhbm5lciBmbG9yaWRh,event planner florida
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,29842,0.3333333333333333,29842.0,3,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~b3JhbmdlIGNvdW50eSBjb252ZW50aW9uIGNlbnRlcg,orange county convention center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-20,customers/3123559470/campaignSearchTermViews/23652899436~b3JhbmdlIGNvdW50eSBjb252ZW50aW9uIGNlbnRlcg,orange county convention center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-20,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGxhaXIgdmVudWU,the lair venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-20,customers/3123559470/campaignSearchTermViews/23652899436~dW5pcXVlIGV2ZW50cyB2ZW51ZQ,unique events venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,30000,0.3333333333333333,30000.0,3,2026-03-21,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,3,2026-03-21,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWUgb3JsYW5kbw,venue orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~YmFucXVldCBoYWxscyBuZWFyIG1l,banquet halls near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~aGlkZW91dCBvcmxhbmRv,hideout orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~aWxsdXNpb25zIGJhbnF1ZXQgaGFsbA,illusions banquet hall
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~c21hbGwgcGFydHkgcGxhbm5pbmc,small party planning
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~c21hbGwgcGFydHkgdmVudWVzIGluIG9ybGFuZG8gZmw,small party venues in orlando fl
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~dW5pcXVlIGV2ZW50IHZlbnVlcyBvcmxhbmRv,unique event venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWUgcGFydHk,venue party
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWUgcmVudGFscyBvcmxhbmRv,venue rentals orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~YmFieSBzaG93ZXIgcmVudGFsIHNwYWNl,baby shower rental space
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,880000,0.5,880000.0,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~YmFieSBzaG93ZXIgdmVudWVzIG5lYXIgbWU,baby shower venues near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~YmxhbmsgY2FudmFzIHNwYWNlcw,blank canvas spaces
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~Y2FiYW5hIGxpdmU,cabana live
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1610000,0.5,1610000.0,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~Y2FzYXMgZGUgcmVudGEgcGFyYSBmaWVzdGFzIGNlcmNhIGRlIG1p,casas de renta para fiestas cerca de mi
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVuY2lvbmVzIGVuIG9ybGFuZG8,convenciones en orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,10000,0.5,10000.0,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgbmVhciBtZQ,convention center near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgaGFsbCBuZWFyIG1l,event hall near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgc3BhY2Ugb3JsYW5kbw,event space orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1080000,0.5,1080000.0,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgc3BhY2VzIG9ybGFuZG8,event spaces orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgdmVudWUgb3JsYW5kbw,event venue orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~Z2FsYSBsb2NhdGlvbnMgbmVhciBtZQ,gala locations near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~aGFsbCBpbiB0aGUgeWFyZCBvcmxhbmRv,hall in the yard orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~bGl0dGxlIGhhbGwgd2ludGVyIGdhcmRlbg,little hall winter garden
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~bG9jYWwgcGFyYSBldmVudG9z,local para eventos
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~bWFpdGxhbmQgY2l2aWMgY2VudGVy,maitland civic center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~b3JhbmdlIGNvdW50eSBjb252ZW50aW9uIGNlbnRlcg,orange county convention center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCBwcm9z,orlando event pros
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCBzcGFjZQ,orlando event space
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBmYWNpbGl0eSByZW50YWw,orlando facility rental
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~cGFydHkgaGFsbHMgb3JsYW5kbw,party halls orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~cmVudCBzcGFjZXMgZm9yIGV2ZW50cw,rent spaces for events
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~cmVzdGF1cmFudHMgd2l0aCBldmVudCBzcGFjZQ,restaurants with event space
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~c2ltcGxlIGhlYXJ0ZWQgZXZlbnRz,simple hearted events
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1450000,0.5,1450000.0,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~c3BhY2UgcmVudGFsIG5lYXIgbWU,space rental near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~dGFubmVyIGhhbGwgd2ludGVyIGdhcmRlbg,tanner hall winter garden
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIHNvY2lhbCBpbiBvcmxhbmRv,the social in orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWUgbmVhciBtZQ,venue near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWVzIGluIG9ybGFuZG8,venues in orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWVzIG9ybGFuZG8,venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1820000,0.5,1820000.0,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~YXZlbnVlIGV2ZW50IGdyb3VwIG9ybGFuZG8,avenue event group orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1740000,0.5,1740000.0,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~YmFieSBzaG93ZXIgdmVudWVzIG9ybGFuZG8,baby shower venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~YmFzaCBvcmxhbmRv,bash orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,2217186,0.5,2217186.0,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~YmlydGhkYXkgdmVudWVzIG9ybGFuZG8,birthday venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~Y2FudmFzIGV2ZW50IHZlbnVl,canvas event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~Y3J5c3RhbCBiYWxscm9vbSBvbiB0aGUgbGFrZQ,crystal ballroom on the lake
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~ZCBzcGFjZSBvcmxhbmRv,d space orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~ZG1jIG9ybGFuZG8,dmc orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~aW5kb29yIHBsYWNlcyB0byBoYXZlIGJpcnRoZGF5IHBhcnRpZXMgbmVhciBtZQ,indoor places to have birthday parties near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~bGV1IGdhcmRlbnMgZXZlbnQgc3BhY2U,leu gardens event space
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~bW9iaWxlIGJhciBvcmxhbmRv,mobile bar orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~b3JhbmdlIGNvdW50eSBjb252ZW50aW9uIGNlbnRlciBvcmxhbmRvIGZsb3JpZGE,orange county convention center orlando florida
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1870000,0.5,1870000.0,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCByZW50YWw,orlando event rental
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudHMgYW5kIHByb21vdGlvbnM,orlando events and promotions
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~cGxhY2VzIHRvIHJlbnQgZm9yIHBhcnRpZXM,places to rent for parties
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~cGxheSB2ZW51ZQ,play venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~cmVudGFsIGZvciBiYWJ5IHNob3dlcg,rental for baby shower
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~c3RhbmZsbyBldmVudCBjZW50ZXI,stanflo event center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,2,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~c3R1ZGlvIHZlbnVl,studio venue
