brand,month,platform,source_type,entity_id,entity_name,media_id,media_type,media_product_type,metric_name,metric_value,date,permalink,timestamp,caption_snippet
cheese_to_share,2026-04,instagram,post,18124249630607360,Cheese To Share,18124249630607360,IMAGE,FEED,views,423,2026-04-03,https://www.instagram.com/p/DWrEfqiEZZM/,2026-04-03T14:32:15+0000,"Come enjoy lunch with us 😋🍽️
Available Monday to Friday from 11:00 am to 3:00 pm!

#flatbread #soda "
cheese_to_share,2026-04,instagram,post,18124249630607360,Cheese To Share,18124249630607360,IMAGE,FEED,likes,11,2026-04-03,https://www.instagram.com/p/DWrEfqiEZZM/,2026-04-03T14:32:15+0000,"Come enjoy lunch with us 😋🍽️
Available Monday to Friday from 11:00 am to 3:00 pm!

#flatbread #soda "
cheese_to_share,2026-04,instagram,post,18124249630607360,Cheese To Share,18124249630607360,IMAGE,FEED,comments,1,2026-04-03,https://www.instagram.com/p/DWrEfqiEZZM/,2026-04-03T14:32:15+0000,"Come enjoy lunch with us 😋🍽️
Available Monday to Friday from 11:00 am to 3:00 pm!

#flatbread #soda "
cheese_to_share,2026-04,instagram,post,18124249630607360,Cheese To Share,18124249630607360,IMAGE,FEED,shares,2,2026-04-03,https://www.instagram.com/p/DWrEfqiEZZM/,2026-04-03T14:32:15+0000,"Come enjoy lunch with us 😋🍽️
Available Monday to Friday from 11:00 am to 3:00 pm!

#flatbread #soda "
cheese_to_share,2026-04,instagram,post,18124249630607360,Cheese To Share,18124249630607360,IMAGE,FEED,saved,0,2026-04-03,https://www.instagram.com/p/DWrEfqiEZZM/,2026-04-03T14:32:15+0000,"Come enjoy lunch with us 😋🍽️
Available Monday to Friday from 11:00 am to 3:00 pm!

#flatbread #soda "
cheese_to_share,2026-04,instagram,post,18063952883455541,Cheese To Share,18063952883455541,VIDEO,REELS,reach,309,2026-04-02,https://www.instagram.com/reel/DWoxUfeCDCd/,2026-04-02T17:07:04+0000,"Two drops. Two vibes. Same Basque base 😮💨🍰
Are you feeling bold + crunchy or smooth + caramel tonigh"
cheese_to_share,2026-04,instagram,post,18063952883455541,Cheese To Share,18063952883455541,VIDEO,REELS,views,389,2026-04-02,https://www.instagram.com/reel/DWoxUfeCDCd/,2026-04-02T17:07:04+0000,"Two drops. Two vibes. Same Basque base 😮💨🍰
Are you feeling bold + crunchy or smooth + caramel tonigh"
cheese_to_share,2026-04,instagram,post,18063952883455541,Cheese To Share,18063952883455541,VIDEO,REELS,likes,26,2026-04-02,https://www.instagram.com/reel/DWoxUfeCDCd/,2026-04-02T17:07:04+0000,"Two drops. Two vibes. Same Basque base 😮💨🍰
Are you feeling bold + crunchy or smooth + caramel tonigh"
cheese_to_share,2026-04,instagram,post,18063952883455541,Cheese To Share,18063952883455541,VIDEO,REELS,comments,1,2026-04-02,https://www.instagram.com/reel/DWoxUfeCDCd/,2026-04-02T17:07:04+0000,"Two drops. Two vibes. Same Basque base 😮💨🍰
Are you feeling bold + crunchy or smooth + caramel tonigh"
cheese_to_share,2026-04,instagram,post,18063952883455541,Cheese To Share,18063952883455541,VIDEO,REELS,shares,0,2026-04-02,https://www.instagram.com/reel/DWoxUfeCDCd/,2026-04-02T17:07:04+0000,"Two drops. Two vibes. Same Basque base 😮💨🍰
Are you feeling bold + crunchy or smooth + caramel tonigh"
cheese_to_share,2026-04,instagram,post,18063952883455541,Cheese To Share,18063952883455541,VIDEO,REELS,saved,0,2026-04-02,https://www.instagram.com/reel/DWoxUfeCDCd/,2026-04-02T17:07:04+0000,"Two drops. Two vibes. Same Basque base 😮💨🍰
Are you feeling bold + crunchy or smooth + caramel tonigh"
cheese_to_share,2026-04,instagram,post,17988337406951239,Cheese To Share,17988337406951239,IMAGE,FEED,reach,389,2026-04-02,https://www.instagram.com/p/DWog_d5FiL5/,2026-04-02T14:43:32+0000,"Celebrate Easter with something sweet.🪺🥚🐇
Our Plain Cheesecake is available with the topping you pre"
cheese_to_share,2026-04,instagram,post,17988337406951239,Cheese To Share,17988337406951239,IMAGE,FEED,views,741,2026-04-02,https://www.instagram.com/p/DWog_d5FiL5/,2026-04-02T14:43:32+0000,"Celebrate Easter with something sweet.🪺🥚🐇
Our Plain Cheesecake is available with the topping you pre"
cheese_to_share,2026-04,instagram,post,17988337406951239,Cheese To Share,17988337406951239,IMAGE,FEED,likes,13,2026-04-02,https://www.instagram.com/p/DWog_d5FiL5/,2026-04-02T14:43:32+0000,"Celebrate Easter with something sweet.🪺🥚🐇
Our Plain Cheesecake is available with the topping you pre"
cheese_to_share,2026-04,instagram,post,17988337406951239,Cheese To Share,17988337406951239,IMAGE,FEED,comments,0,2026-04-02,https://www.instagram.com/p/DWog_d5FiL5/,2026-04-02T14:43:32+0000,"Celebrate Easter with something sweet.🪺🥚🐇
Our Plain Cheesecake is available with the topping you pre"
cheese_to_share,2026-04,instagram,post,17988337406951239,Cheese To Share,17988337406951239,IMAGE,FEED,shares,0,2026-04-02,https://www.instagram.com/p/DWog_d5FiL5/,2026-04-02T14:43:32+0000,"Celebrate Easter with something sweet.🪺🥚🐇
Our Plain Cheesecake is available with the topping you pre"
cheese_to_share,2026-04,instagram,post,17988337406951239,Cheese To Share,17988337406951239,IMAGE,FEED,saved,0,2026-04-02,https://www.instagram.com/p/DWog_d5FiL5/,2026-04-02T14:43:32+0000,"Celebrate Easter with something sweet.🪺🥚🐇
Our Plain Cheesecake is available with the topping you pre"
cheese_to_share,2026-04,facebook,post,101596857874204_1441957034391404,Cheese To Share,101596857874204_1441957034391404,video,,likes,0,2026-04-15,https://www.facebook.com/reel/955385320790879/,2026-04-15T20:29:22+0000,"One of our craziest catering days ever… and it taught us EVERYTHING 😅🚗📦

Perfect conditions are rare"
cheese_to_share,2026-04,facebook,post,101596857874204_1441957034391404,Cheese To Share,101596857874204_1441957034391404,video,,comments,0,2026-04-15,https://www.facebook.com/reel/955385320790879/,2026-04-15T20:29:22+0000,"One of our craziest catering days ever… and it taught us EVERYTHING 😅🚗📦

Perfect conditions are rare"
cheese_to_share,2026-04,facebook,post,101596857874204_1441091094477998,Cheese To Share,101596857874204_1441091094477998,video,,likes,0,2026-04-14,https://www.facebook.com/reel/2034309927123208/,2026-04-14T18:17:44+0000,There’s ALWAYS that one person who says “just one bite”… and suddenly the whole table is involved 😂🥄
cheese_to_share,2026-04,facebook,post,101596857874204_1441091094477998,Cheese To Share,101596857874204_1441091094477998,video,,comments,0,2026-04-14,https://www.facebook.com/reel/2034309927123208/,2026-04-14T18:17:44+0000,There’s ALWAYS that one person who says “just one bite”… and suddenly the whole table is involved 😂🥄
cheese_to_share,2026-04,facebook,post,101596857874204_1438801448040296,Cheese To Share,101596857874204_1438801448040296,video,,likes,0,2026-04-11,https://www.facebook.com/reel/2145131729596068/,2026-04-11T18:27:29+0000,We’re celebrating 21 years of Avalon Park tomorrow at Absolutely Avalon 2026 ✨Join us in Downtown Av
cheese_to_share,2026-04,facebook,post,101596857874204_1438801448040296,Cheese To Share,101596857874204_1438801448040296,video,,comments,0,2026-04-11,https://www.facebook.com/reel/2145131729596068/,2026-04-11T18:27:29+0000,We’re celebrating 21 years of Avalon Park tomorrow at Absolutely Avalon 2026 ✨Join us in Downtown Av
cheese_to_share,2026-04,facebook,post,101596857874204_1438114794775628,Cheese To Share,101596857874204_1438114794775628,video,,likes,2,2026-04-10,https://www.facebook.com/reel/1338598464984790/,2026-04-10T20:46:34+0000,"Lowkey… a lot of our best drops started as someone saying “what if…?” 👀🍰 We actually test ideas, twe"
cheese_to_share,2026-04,facebook,post,101596857874204_1438114794775628,Cheese To Share,101596857874204_1438114794775628,video,,comments,0,2026-04-10,https://www.facebook.com/reel/1338598464984790/,2026-04-10T20:46:34+0000,"Lowkey… a lot of our best drops started as someone saying “what if…?” 👀🍰 We actually test ideas, twe"
cheese_to_share,2026-04,facebook,post,101596857874204_1436404231613351,Cheese To Share,101596857874204_1436404231613351,video,,likes,0,2026-04-08,https://www.facebook.com/reel/3616620858502428/,2026-04-08T15:13:06+0000,"Okay… we’re obsessed 😭🍫
This Oreo Brownie Basque has that perfect crunchy/smooth combo.

Save this f"
cheese_to_share,2026-04,facebook,post,101596857874204_1436404231613351,Cheese To Share,101596857874204_1436404231613351,video,,comments,0,2026-04-08,https://www.facebook.com/reel/3616620858502428/,2026-04-08T15:13:06+0000,"Okay… we’re obsessed 😭🍫
This Oreo Brownie Basque has that perfect crunchy/smooth combo.

Save this f"
cheese_to_share,2026-04,facebook,post,101596857874204_1435081348412306,Cheese To Share,101596857874204_1435081348412306,video,,likes,0,2026-04-06,https://www.facebook.com/reel/930191306392877/,2026-04-06T20:41:48+0000,Calling all the “just one bite” people… you’re not surviving this one 😂🥖🔥Napolitano + Mac & Cheese b
cheese_to_share,2026-04,facebook,post,101596857874204_1435081348412306,Cheese To Share,101596857874204_1435081348412306,video,,comments,0,2026-04-06,https://www.facebook.com/reel/930191306392877/,2026-04-06T20:41:48+0000,Calling all the “just one bite” people… you’re not surviving this one 😂🥖🔥Napolitano + Mac & Cheese b
cheese_to_share,2026-04,facebook,post,101596857874204_1433401485246959,Cheese To Share,101596857874204_1433401485246959,video,,likes,1,2026-04-04,https://www.facebook.com/reel/1483630993346222/,2026-04-04T16:55:00+0000,"Two drops. Two vibes. Same Basque base 😮💨🍰
Are you feeling bold + crunchy or smooth + caramel tonigh"
cheese_to_share,2026-04,facebook,post,101596857874204_1433401485246959,Cheese To Share,101596857874204_1433401485246959,video,,comments,0,2026-04-04,https://www.facebook.com/reel/1483630993346222/,2026-04-04T16:55:00+0000,"Two drops. Two vibes. Same Basque base 😮💨🍰
Are you feeling bold + crunchy or smooth + caramel tonigh"
cheese_to_share,2026-04,facebook,post,101596857874204_1433401558580285,Cheese To Share,101596857874204_1433401558580285,photo,,likes,0,2026-04-04,https://www.facebook.com/1442003177720123/posts/1433401558580285,2026-04-04T16:54:59+0000,"Come enjoy lunch with us 😋🍽️
Available Monday to Friday from 11:00 am to 3:00 pm!

#flatbread #soda "
cheese_to_share,2026-04,facebook,post,101596857874204_1433401558580285,Cheese To Share,101596857874204_1433401558580285,photo,,comments,0,2026-04-04,https://www.facebook.com/1442003177720123/posts/1433401558580285,2026-04-04T16:54:59+0000,"Come enjoy lunch with us 😋🍽️
Available Monday to Friday from 11:00 am to 3:00 pm!

#flatbread #soda "
