school_name,school_type,source_system,source_url,official_website,phone,email,address,city,county,grades_raw,county_fit,grade_fit,school_type_fit,verification_status,notes
McCoy Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mccoyes.ocps.net,,mccoy_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Meadow Woods Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://meadowwoodses.ocps.net,,meadowwoods_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
MetroWest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://metrowestes.ocps.net,,metrowest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Millennia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://millenniaes.ocps.net,,millennia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Millennia Gardens Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://millenniagardenses.ocps.net,,millenniagardens_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Mollie Ray Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mollierayes.ocps.net,,mollieray_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Moss Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mossparkes.ocps.net,,mosspark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
NorthLake Park Community School,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://northlakees.ocps.net,,northlakeparkcommunity_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Oak Hill Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://oakhilles.ocps.net,,oakhill_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Oakshire Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://oakshirees.ocps.net,,oakshire_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ocoee Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ocoeees.ocps.net,,ocoee_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Orange Center Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://orangecenteres.ocps.net,,orangecenter_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Orlo Vista Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://orlovistaes.ocps.net,,orlovista_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Palm Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://palmlakees.ocps.net,,palmlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Palmetto Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://palmettoes.ocps.net,,palmetto_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Panther Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pantherlakees.ocps.net,,pantherlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Phillis Wheatley Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://wheatleyes.ocps.net,,wheatley_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pinar Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pinares.ocps.net,,pinar_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pine Hills Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pinehillses.ocps.net,,pinehills_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pineloch Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pineloches.ocps.net,,pineloch_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pinewood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pinewoodes.ocps.net,,pinewood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Prairie Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://prairielakees.ocps.net,,prairielake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Princeton Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://princetones.ocps.net,,princeton_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ridgewood Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ridgewoodparkes.ocps.net,,ridgewoodpark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Riverdale Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://riverdalees.ocps.net,,riverdale_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Riverside Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://riversidees.ocps.net,,riverside_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rock Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rocklakees.ocps.net,,rocklake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rock Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rockspringses.ocps.net,,rocksprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rolling Hills Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rollinghillses.ocps.net,,rollinghills_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rosemont Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rosemontes.ocps.net,,rosemont_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sadler Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sadleres.ocps.net,,sadler_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sally Ride Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sallyridees.ocps.net,,sallyride_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sand Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sandlakees.ocps.net,,sandlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Shenandoah Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://shenandoahes.ocps.net,,shenandoah_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Shingle Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://shinglecreekes.ocps.net,,shinglecreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Southwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://southwoodes.ocps.net,,southwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Spring Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://springlakees.ocps.net,,springlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
