school_name,school_type,source_system,source_url,official_website,phone,email,address,city,county,grades_raw,county_fit,grade_fit,school_type_fit,verification_status,notes
Glad Tidings Academy- East,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 656-4140,mrsangie@ocoeegt.com,"8550 CLARCONA OCOEE RD, ORLANDO, FL 32818",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: ANGELA FOBES. Source: FLDOE Private School Directory, Orange County."
Grace Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 382-1935,drice@gcapatriots.com,"5401 CURRY FORD RD, ORLANDO, FL 32812",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: DONALD RICE. Source: FLDOE Private School Directory, Orange County."
Greater Oasis Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 250-6781,gocaforchrist12@gmail.com,"6332 W. COLONIAL DRIVE, ORLANDO, FL 32818",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: JULIETTE CESAR. Source: FLDOE Private School Directory, Orange County."
Greater Vision Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 461-7762,info@gvpreparatoryacademy.com,"788 MONTGOMERY AVE, OCOEE, FL 34761",Ocoee,Orange,K-12,YES,YES,YES,VALID,"Director: CHEVON STALLWORTH. Source: FLDOE Private School Directory, Orange County."
Growing Together Academy Inc.,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 616-9943,carloshpereda@outlook.com,"843 WOODBURY RD., ORLANDO, FL 32828",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: CARLOS PEREDA. Source: FLDOE Private School Directory, Orange County."
Hampden Dubose Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 880-4321,pennyboccuzzo@hampdenduboseacademy.com,"3700 DOHNAVUR DRIVE., ZELLWOOD, FL 32798",Zellwood,Orange,K-12,YES,YES,YES,VALID,"Director: PENELOPE BOCCUZZO. Source: FLDOE Private School Directory, Orange County."
Harvest Baptist Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 872-0025,iataylor.hbca@gmail.com,"512 S. PARRAMORE AVENUE, ORLANDO, FL 32805",Orlando,Orange,K-11,YES,YES,YES,VALID,"Director: PASTOR GLENDY HAMILTON. Source: FLDOE Private School Directory, Orange County."
Heritage Preparatory School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 293-6000,drbrds22@aol.com,"6000 WEST COLONIAL DRIVE, ORLANDO, FL 32808-0400",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: DR. BARBARA STEWART. Source: FLDOE Private School Directory, Orange County."
Higher Dimension Of Learning Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 237-0112,marswordss@yahoo.com,"44 COBURN AVE, ORLANDO, FL 32805",Orlando,Orange,K-10,YES,YES,YES,VALID,"Director: PATRICIA MARIE NEWMAN. Source: FLDOE Private School Directory, Orange County."
Hope Bridge Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(863) 307-1290,jillisa.tarver@jtbehavioral.com,"700 FORREST CITY RD STE 110, ORLANDO, FL 32810",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: JILLISA TARVER. Source: FLDOE Private School Directory, Orange County."
Hope Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 965-8913,naele67@hotmail.com,"126 N.HART BLVD., ORLANDO, FL 32835",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: MARIA MILORD. Source: FLDOE Private School Directory, Orange County."
Horace Grace Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 436-5218,jaywalker@horacegrace.com,"6101 DENSON DRIVE, ORLANDO, FL 32808",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: TJUNIA WALKER. Source: FLDOE Private School Directory, Orange County."
House Of Academia Dba Academia Private Schl,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 473-3187,sophiakhan.hoa@gmail.com,"1150 ELBOC WAY, WINTER GARDEN, FL 34787",Winter Garden,Orange,K-12,YES,YES,YES,VALID,"Director: SOPHIA KHAN. Source: FLDOE Private School Directory, Orange County."
I Can Do It Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 576-0646,online@icandoit.academy,"1707 FULLERS OAK LOOP, WINTER GARDEN, FL 34787",Winter Garden,Orange,K-12,YES,YES,YES,VALID,"Director: MOACIR RODRIGUES. Source: FLDOE Private School Directory, Orange County."
Ibn Seena Academy Inc.,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 888-1000,rhemmali@ibnseenaacademy.org,"12908 S. ORANGE BLOSSOM TRAIL STE.102, ORLANDO, FL 32837",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: REHANNAH HEMMALI. Source: FLDOE Private School Directory, Orange County."
Illuminated Path International Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(530) 276-7893,illuminatedpathcoaching@gmail.com,"1317 EDGEWATER DRIVE # 6141, ORLANDO, FL 32804",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: BRENDAN FURNARI. Source: FLDOE Private School Directory, Orange County."
Inspire Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 988-7372,s.livingston@inspirecad.com,"5362 SILVER STAR ROAD, ORLANDO, FL 32808",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: SABRINA M. LIVINGSTON. Source: FLDOE Private School Directory, Orange County."
J.M.G.C. Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 300-4354,phuong@jmgcacademy.org,"2550 W. COLONIAL DR. STE 300, ORLANDO, FL 32804",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: PHUONG HEPBURN. Source: FLDOE Private School Directory, Orange County."
Jmj Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 464-9100,jmjacademy@juno.com,"P.O. BOX 680770, ORLANDO, FL 32868",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: JOHN PREVOSK. Source: FLDOE Private School Directory, Orange County."
Judah Temple Academy Outreach Center,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 734-5822,onewendy407@gmail.com,"1210 W ROBINSON ST., ORLANDO, FL 32805",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: SARAH J KNIGHT. Source: FLDOE Private School Directory, Orange County."
Kidz College Primary School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 906-0300,linda@kidzcollegeps.net,"6559 OLD WINTER GARDEN RD UNIT 120, ORLANDO, FL 32835",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: LINDA LATSON. Source: FLDOE Private School Directory, Orange County."
L.J Preparatory Christian Academy Llc,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 379-2838,ljprepchristianacademy@gmail.com,"1056 NORTH PINE HILLS RD, ORLANDO, FL 32808",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: LAMAR SHEALEY. Source: FLDOE Private School Directory, Orange County."
Lake Highland Preparatory School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 206-1900,jmcintyre@lhps.org,"901 NORTH HIGHLAND AVENUE, ORLANDO, FL 32803-3295",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: JAMES MCINTYRE. Source: FLDOE Private School Directory, Orange County."
Lake Rose Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 434-9988,brandon@mylrca.com,"4340 NORTH HIAWASSEE ROAD, ORLANDO, FL 32818",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: BRANDON JONES. Source: FLDOE Private School Directory, Orange County."
Leaders In Learning Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 800-4955,tattaltales@gmail.com,"1211 NORTH PINE HILLS ROAD, ORLANDO, FL 32808",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: ALEXIS DULIN. Source: FLDOE Private School Directory, Orange County."
Leaders Preparatory School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 382-9900,n.abdool-baseer@lpscfl.org,"1021 N. GOLDENROD ROAD N/A, ORLANDO, FL 32807",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: DR. FERYAL ELKHALDI. Source: FLDOE Private School Directory, Orange County."
Learning Ladder Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(321) 439-9308,alexkidszone@yahoo.com,"297 S COTTAGE HILL RD, ORLANDO, FL 32805",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: ALEXANDRIA JACKSON. Source: FLDOE Private School Directory, Orange County."
Light Christian Academy - South Campus,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 347-0504,school7380@mylcac.com,"1450 CITRUS OAKS AVENUE, GOTHA, FL 34734",Gotha,Orange,K-12,YES,YES,YES,VALID,"Director: GRAHAM CHANCEY. Source: FLDOE Private School Directory, Orange County."
Lighthouse City School Of Excellence,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 349-7382,lighthousecity@outlook.com,"7510 SILVER STAR ROAD, ORLANDO, FL 32818",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: SHIRLEY BROWN. Source: FLDOE Private School Directory, Orange County."
Lighthouse High School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(689) 808-1665,lighthouse@lighthousehigh.com,"115 NINTH STREET, WINTER GARDEN, FL 32487",Winter Garden,Orange,K-12,YES,YES,YES,VALID,"Director: DR.CHRISTINE VALENTINE. Source: FLDOE Private School Directory, Orange County."
Little Steps Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 482-8279,littlestepsllc@gmail.com,"26 WILLOW DR, ORLANDO, FL 32807",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: RUT AYALA. Source: FLDOE Private School Directory, Orange County."
Living Word Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 851-9800,finance@lwaorlando.com,"653 WETHERBEE ROAD, ORLANDO, FL 32824",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: ABNER ADORNO. Source: FLDOE Private School Directory, Orange County."
Ls Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 420-0838,fmartinez202@littlestepsacademy.org,"5800 HANSEL AVENUE, ORLANDO, FL 32809",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: FRANCISCO MARTINEZ. Source: FLDOE Private School Directory, Orange County."
Meridian Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 730-3470,jroberson@mcaorlando.org,"1001 SOUTH GOLDWYN AVE, ORLANDO, FL 32805",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: JANICE ROBERSON. Source: FLDOE Private School Directory, Orange County."
Mighty Minds Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 282-5158,tsgoodson@mmca23.com,"1851 S. GOLDENROD RD, ORLANDO, FL 32822",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: TEKELA GOODSON. Source: FLDOE Private School Directory, Orange County."
Miracle Grace Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(321) 247-5751,electpastor@gmail.com,"6782 N. ORANGE BLOSSOM TRAIL SUITE D14, ORLANDO, FL 32810",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: TERRI WHITE JONES. Source: FLDOE Private School Directory, Orange County."
Monte Ararat School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(305) 507-8824,montearartschool@gmail.com,"1317 EDGEWATER DR #7369, ORLANDO, FL 32804",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: RICHARD HERELA. Source: FLDOE Private School Directory, Orange County."
Morning Star Catholic School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 295-3077,abbeya@morningstarorlando.org,"930 LEIGH AVE., ORLANDO, FL 32804",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: DR. ALICIA ABBEY. Source: FLDOE Private School Directory, Orange County."
