school_name,school_type,source_system,source_url,official_website,phone,email,address,city,county,grades_raw,county_fit,grade_fit,school_type_fit,verification_status,notes
Clay Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://clayspringses.ocps.net,,claysprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Columbia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://columbiaes.ocps.net,,columbia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Conway Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://conwayes.ocps.net,,conway_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Cypress Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://cypressspringses.ocps.net,,cypresssprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Deerwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://deerwoodes.ocps.net,,deerwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dillard Street Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dillardstreetes.ocps.net,,dillardstreet_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dommerich Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dommeriches.ocps.net,,,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dover Shores Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dovershoreses.ocps.net,,dovershores_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dr. Phillips Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://drphillipses.ocps.net,,drphillips_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dream Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dreamlakees.ocps.net,,dreamlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eagle Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eaglecreekes.ocps.net,,eaglecreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eagle's Nest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eaglesnestes.ocps.net,,eaglesnest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
East Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eastlakees.ocps.net,,eastlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eccleston Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ecclestones.ocps.net,,eccleston_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Endeavor Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://endeavores.ocps.net,,endeavor_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Engelwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://engelwoodes.ocps.net,,engelwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Forsyth Woods Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://forsythwoodses.ocps.net,,forsythwoods_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Frangus Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://franguses.ocps.net,,frangus_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hamlin Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hamlines.ocps.net,,hamlin_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hiawassee Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hiawasseees.ocps.net,,hiawassee_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hidden Oaks Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hiddenoakses.ocps.net,,hiddenoaks_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hillcrest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hillcrestes.ocps.net,,hillcrest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hungerford Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hungerfordes.ocps.net,,hungerford_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hunter's Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hunterscreekes.ocps.net,,hunterscreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Independence Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://independencees.ocps.net,,independence_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ivey Lane Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://iveylanees.ocps.net,,iveylane_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
John Young Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://johnyounges.ocps.net,,johnyoung_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Keene's Crossing Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://keenescrossinges.ocps.net,,keenescrossing_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Killarney Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://killarneyes.ocps.net,,killarney_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Gem Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakegemes.ocps.net,,lakegem_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake George Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakegeorgees.ocps.net,,lakegeorge_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Silver Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakesilveres.ocps.net,,lakesilver_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
