school_name,school_type,source_system,source_url,official_website,phone,email,address,city,county,grades_raw,county_fit,grade_fit,school_type_fit,verification_status,notes
Clay Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://clayspringses.ocps.net,,claysprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Columbia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://columbiaes.ocps.net,,columbia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Conway Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://conwayes.ocps.net,,conway_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Cypress Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://cypressspringses.ocps.net,,cypresssprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Deerwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://deerwoodes.ocps.net,,deerwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dillard Street Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dillardstreetes.ocps.net,,dillardstreet_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dommerich Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dommeriches.ocps.net,,,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dover Shores Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dovershoreses.ocps.net,,dovershores_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dr. Phillips Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://drphillipses.ocps.net,,drphillips_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Dream Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://dreamlakees.ocps.net,,dreamlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eagle Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eaglecreekes.ocps.net,,eaglecreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eagle's Nest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eaglesnestes.ocps.net,,eaglesnest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
East Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://eastlakees.ocps.net,,eastlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Eccleston Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ecclestones.ocps.net,,eccleston_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Endeavor Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://endeavores.ocps.net,,endeavor_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Engelwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://engelwoodes.ocps.net,,engelwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Forsyth Woods Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://forsythwoodses.ocps.net,,forsythwoods_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Frangus Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://franguses.ocps.net,,frangus_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hamlin Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hamlines.ocps.net,,hamlin_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hiawassee Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hiawasseees.ocps.net,,hiawassee_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hidden Oaks Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hiddenoakses.ocps.net,,hiddenoaks_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hillcrest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hillcrestes.ocps.net,,hillcrest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hungerford Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hungerfordes.ocps.net,,hungerford_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Hunter's Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://hunterscreekes.ocps.net,,hunterscreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Independence Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://independencees.ocps.net,,independence_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ivey Lane Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://iveylanees.ocps.net,,iveylane_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
John Young Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://johnyounges.ocps.net,,johnyoung_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Keene's Crossing Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://keenescrossinges.ocps.net,,keenescrossing_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Killarney Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://killarneyes.ocps.net,,killarney_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Gem Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakegemes.ocps.net,,lakegem_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake George Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakegeorgees.ocps.net,,lakegeorge_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Silver Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakesilveres.ocps.net,,lakesilver_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Sybelia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakesybeliaes.ocps.net,,lakesybelia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Weston Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakewestones.ocps.net,,lakeweston_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lake Whitney Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakewhitneyes.ocps.net,,lakewhitney_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lakemont Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakemontes.ocps.net,,lakemont_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lakeville Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lakevillees.ocps.net,,lakeville_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lancaster Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lancasteres.ocps.net,,lancaster_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Laureate Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://laureateparkes.ocps.net,,laureatepark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lawton Chiles Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lawtonchileses.ocps.net,,lawtonchiles_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Little River Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://littleriveres.ocps.net,,littleriver_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lockhart Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lockhartes.ocps.net,,lockhart_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Lovell Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://lovelles.ocps.net,,lovell_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Luminary Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://luminaryes.ocps.net,,luminary_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Maxey Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://maxeyes.ocps.net,,maxey_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
McCoy Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mccoyes.ocps.net,,mccoy_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Meadow Woods Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://meadowwoodses.ocps.net,,meadowwoods_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
MetroWest Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://metrowestes.ocps.net,,metrowest_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Millennia Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://millenniaes.ocps.net,,millennia_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Millennia Gardens Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://millenniagardenses.ocps.net,,millenniagardens_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Mollie Ray Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mollierayes.ocps.net,,mollieray_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Moss Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://mossparkes.ocps.net,,mosspark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
NorthLake Park Community School,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://northlakees.ocps.net,,northlakeparkcommunity_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Oak Hill Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://oakhilles.ocps.net,,oakhill_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Oakshire Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://oakshirees.ocps.net,,oakshire_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ocoee Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ocoeees.ocps.net,,ocoee_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Orange Center Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://orangecenteres.ocps.net,,orangecenter_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Orlo Vista Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://orlovistaes.ocps.net,,orlovista_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Palm Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://palmlakees.ocps.net,,palmlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Palmetto Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://palmettoes.ocps.net,,palmetto_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Panther Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pantherlakees.ocps.net,,pantherlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Phillis Wheatley Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://wheatleyes.ocps.net,,wheatley_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pinar Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pinares.ocps.net,,pinar_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pine Hills Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pinehillses.ocps.net,,pinehills_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pineloch Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pineloches.ocps.net,,pineloch_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Pinewood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://pinewoodes.ocps.net,,pinewood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Prairie Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://prairielakees.ocps.net,,prairielake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Princeton Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://princetones.ocps.net,,princeton_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ridgewood Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://ridgewoodparkes.ocps.net,,ridgewoodpark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Riverdale Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://riverdalees.ocps.net,,riverdale_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Riverside Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://riversidees.ocps.net,,riverside_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rock Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rocklakees.ocps.net,,rocklake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rock Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rockspringses.ocps.net,,rocksprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rolling Hills Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rollinghillses.ocps.net,,rollinghills_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rosemont Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rosemontes.ocps.net,,rosemont_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sadler Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sadleres.ocps.net,,sadler_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sally Ride Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sallyridees.ocps.net,,sallyride_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sand Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sandlakees.ocps.net,,sandlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Shenandoah Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://shenandoahes.ocps.net,,shenandoah_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Shingle Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://shinglecreekes.ocps.net,,shinglecreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Southwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://southwoodes.ocps.net,,southwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Spring Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://springlakees.ocps.net,,springlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Stone Lakes Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://stonelakeses.ocps.net,,stonelakes_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Stonewyck Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://stonewyckes.ocps.net,,stonewyck_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Summerlake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://summerlakees.ocps.net,,summerlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sun Blaze Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sunblazees.ocps.net,,sunblaze_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
SunRidge Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sunridgees.ocps.net,,sunridge_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sunrise Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sunrisees.ocps.net,,sunrise_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
